"advisor_raw","n_tesis","n_programas","anio_min","anio_max","programas","ejemplo_titulo","advisor_canonical_sugerido","metodo_sugerencia","notas"
"Dr. Rodolfo García del Castillo",1,1,2006,2006,"Administración y Políticas Públicas","Problemas de implementación en políticas de desarrollo social en gobiernos locales: el caso del Programa Hábitat en el Polígono Sinaí, municipio de Acapulco, Gro.","Rodolfo García Del Castillo","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Rodrigo Meneses",1,1,2019,2019,"Derecho","Tortura sexual durante la guerra contra el narcotráfico en México","Rodrigo Meneses","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Rodrigo Peña González",1,1,2025,2025,"Políticas Públicas","Seguridad privada en la Ciudad de México: el problema de la prestación diferenciada de servicios","Rodrigo Peña González","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Rodrigo Velázquez",1,1,2016,2016,"Administración y Políticas Públicas","La fiscalización desde una aproximación conceptual","Rodrigo Velázquez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Rodrigo Velázquez Velarde",1,1,2015,2015,"Gerencia Pública","Reformando el cabildo: cómo un cabildo más activo puede salvar a los gobiernos municipales en el Estado de México","Rodrigo Velázquez López Velarde","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Roy Boyd",1,1,2014,2014,"Políticas Públicas","La política de biocombustibles en México: elementos de factibilidad y evaluación económica del impulso al etanol","Roy Boyd","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Salvador Vázquez del Mercado",1,1,2021,2021,"Ciencia Política y Relaciones Internacionales","Estados Unidos y la COVID-19: la lucha entre el factor Trump y el virus","Salvador Vázquez Del Mercado","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Sergio Cárdenas",1,1,2012,2012,"Administración y Políticas Públicas","La educación ciudadana en el sistema educativo mexicano: el desarrollo de competencias ciudadanas en la educación básica de México","Sergio Cárdenas","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Sergio López Ayllon",1,1,2011,2011,"Derecho","Los medios de adquisición y uso de información de la Comisión Federal de Competencia y sus procedimientos","Sergio López Ayllón","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Sonia Beatriz Di Giannatale Menegalli",1,1,2023,2023,"Economía","Identificación empírica del cambio del poder de negociación de agentes libres de la MLB","Sonia Beatriz Di Giannatale Menegalli","clave_de_alias","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Ulises Beltrán Ugarte",1,1,2008,2008,"Ciencia Política y Relaciones Internacionales","Apostarle a algo distinto es retroceder: voto retrospectivo y aversión al riesgo en la elección presidencial del 2006 en México","Ulises Beltrán Ugarte","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Varun Sahni",1,1,1999,1999,"Ciencia Política y Relaciones Internacionales","Los discursos de seguridad del poder ejecutivo federal mexicano en la crisis financiera de 1994","Varun Sahni","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Victor G. Carreón Rodríguez",1,1,2009,2009,"Economía","Esquema de incentivos estudiante-universidad pública en México: un enfoque de teoria de juegos","Víctor Gerardo Carreón Rodríguez","clave_de_alias","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Víctor Fezton",1,1,2005,2005,"Economía","Análisis de la relación de corto plazo entre los mercados bursátiles mexicano y estadounidense","Víctor Fezton","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Víctor Hernández Huerta",1,1,2023,2023,"Ciencia Política y Relaciones Internacionales","Si no queda de otra, anula: factores determinantes para declarar la nulidad de la votación recibida en casillas: evidencia de la elección presidencial de 2012 en México","Víctor Antonio Hernández Huerta","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Víctor Manuel Figueras Zanabria",1,1,2006,2006,"Administración y Políticas Públicas","Análisis de la gestión estratégica de la Escuela Superior de Ingeniería Química e Industrias Extractivas (ESIQIE) del Instituto Politécnico Nacional","Víctor Manuel Figueras Zanabria","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dr. Wendelspiess Chávez-Juárez Florian",1,1,2017,2017,"Economía","Victimización infantil y sus consecuencias en la producción de capital humano: evidencia de Estados Unidos","Florian Wendelspiess Chávez Juárez","clave_de_alias","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra Allyson Lucinda Benton",1,1,2010,2010,"Ciencia Política y Relaciones Internacionales","¿Predicando con el ejemplo?: elecciones primarias como mecanismo de selección de candidatos en México","Allyson Lucinda Benton","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra Amalia Pulido Gómez",1,1,2022,2022,"Ciencia Política","América Latina, redes sociales y confianza institucional","Amalia Pulido Gómez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra Rosario Aguilar Pariente",1,1,2015,2015,"Ciencia Política y Relaciones Internacionales","¿Nacen o se hacen?: actitudes hacia las políticas que amplían los derechos de los homosexuales en México","María Del Rosario Aguilar Pariente","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Alejandra Berenice Trejo Nieto",1,1,2022,2022,"Políticas Públicas","Desigualdades espaciales en la Zona Metropolitana de Aguascalientes: un análisis de la accesibilidad al transporte público","Alejandra Berenice Trejo Nieto","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Allison Marie Rowland Franzen",1,1,2005,2005,"Administración y Políticas Públicas","Longevidad de las organizaciones públicas: el caso de la Secretaría de Reforma Agraria","Allison Marie Rowland Franzen","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Allison Rowland F.",1,1,2005,2005,"Administración y Políticas Públicas","Explicando diferencias en desarrollo económico de dos municipios hidalguenses: Tula y Atitalaquia 1970-2000","Allison Rowland","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Allison Rowland Franzen",1,1,2009,2009,"Administración y Políticas Públicas","Las políticas de seguridad pública en los municipios de México, dos estudios de caso: Guadalajara y Tomatlán, Jalisco","Allison Marie Rowland Franzen","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Allyson Lucinda Benton Shelton",1,1,2015,2015,"Ciencia Política y Relaciones Internacionales","Diferencias entre las organizaciones criminales y su efecto en el uso de la violencia","Allyson Lucinda Benton Shelton","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Amalia Pulido Gómez",1,1,2021,2021,"Ciencia Política y Relaciones Internacionales","Efectos de la violencia contextual sobre la confianza en instituciones de seguridad: el impacto del entorno sobre actitudes políticas","Amalia Pulido Gómez","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Ana Covarrubias Velasco",1,1,2005,2005,"Ciencia Política y Relaciones Internacionales","México-Cuba, 1958-1964: punto de acuerdo en la relación México-Estados Unidos","Ana Covarrubias Velasco","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Ana Elisa Díaz Aldret",1,1,2021,2021,"Políticas Públicas","Relevancia del entorno urbano en las decisiones de política pública de transporte en América Latina","Ana Elisa Díaz Aldret","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Ana Elizabeth Razo Pérez e Itza Tlaloc Quetzalcoatl Curiel Cabral",1,1,2020,2020,"Administración y Políticas Públicas","Análisis de coherencia en los instrumentos de la formación cívica y ética en el tercer periodo de la educación básica en México","Ana Elizabeth Razo Pérez E Itza Tlaloc Quetzalcoatl Curiel Cabral","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Anabel Alejandra Soledad Jiménez Tovar",1,1,2024,2024,"Ciencia Política y Relaciones Internacionales","འབྲུག་འདི་ ལེ་ཝི་ཡ་ཏཱན་ལུ་ གདོང་ལེན་འབད་ཡོདཔ།: un análisis sobre budismo político y la constitución del Estado","Anabel Alejandra Soledad Jiménez Tovar","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Andrea Mendoza Enríquez",1,1,2021,2021,"Derecho","La teoría de la dignidad de los seres sintientes para justificar y plantear un nuevo marco jurídico que contemple la protección efectiva de los animales en México","Olivia Andrea Mendoza Enríquez","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Andrea Pozas Loyo",1,1,2012,2012,"Ciencia Política y Relaciones Internacionales","Cambio constitucional: ¿reforma o renovación? un análisis a partir de los casos de Colombia y México","Andrea Pozas Loyo","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Angélica Ospina Escobar",1,1,2023,2023,"Políticas Públicas","No soy mala persona, solo vendo drogas","Angélica María Ospina Escobar","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Angélica Ospina-Escobar",1,1,2021,2021,"Métodos para el Análisis de Políticas Públicas","Repensando el feminicidio en México: una propuesta para medir y analizar los feminicidios en el marco de la reconfiguración del crimen organizado","Angélica María Ospina Escobar","fusion_curada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Arantxa Colchero Aragones",1,1,2009,2009,"Economía","Consumo de comida ""chatarra"" y obesidad en hogares mexicanos: un breve análisis del impacto de un impuesto en el consumo de este tipo de alimentos","Arantxa Colchero Aragones","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Arcelia Martínez Bordón",1,1,2007,2007,"Administración y Políticas Públicas","El cooperativismo de consumo: ¿más allá del dilema Estado-mercado?","Arcelia Martínez Bordón","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Beatriz Zepeda Rivera",1,1,2019,2019,"Ciencia Política y Relaciones Internacionales","El Estado mexicano a la luz del modelo espiral: estudio sobre cumplimiento de normas internacionales de derechos humanos en materia de migración en tránsito","Beatriz Zepeda Rivera","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Bárbara Astrid Zárate Tenorio",1,1,2017,2017,"Políticas Públicas","Política familiar y protección laboral de mujeres: una aproximación desde el programa de estancias infantiles para apoyar a madres trabajadoras","Bárbara Astrid Zárate Tenorio","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Catalina Pérez-Correa González",1,1,2019,2019,"Derecho","La colegiación obligatoria de los abogados en México: análisis del proyecto de la Ley General de la Abogacía Mexicana de 2015","Catalina Pérez Correa González","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Catherine Vezina",1,1,2016,2016,"Historia Internacional","¡Nosotros venimos a levantar el trabajo!. Las experiencias migratorias y sus repercusiones en las vidas de cuatro ex braceros michoacanos","Catherine Vézina","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
"Dra. Cecilia Martínez Gallardo",1,1,2008,2008,"Ciencia Política y Relaciones Internacionales","Los de abajo: una mirada a la discriminación en México","Cecilia Martínez Gallardo","clave_normalizada","Revisar y promover a data-raw/asesores_alias.csv si requiere una fusion adicional"
